D:\proj3\data\data\IMG\center_2018_02_26_10_41_13_221.jpg,D:\proj3\data\data\IMG\left_2018_02_26_10_41_13_221.jpg,D:\proj3\data\data\IMG\right_2018_02_26_10_41_13_221.jpg,-0.1698113,0,0,3.015539
D:\proj3\data\data\IMG\center_2018_02_26_10_41_13_481.jpg,D:\proj3\data\data\IMG\left_2018_02_26_10_41_13_481.jpg,D:\proj3\data\data\IMG\right_2018_02_26_10_41_13_481.jpg,-0.1698113,0,0,2.937476
D:\proj3\data\data\IMG\center_2018_02_26_10_41_13_629.jpg,D:\proj3\data\data\IMG\left_2018_02_26_10_41_13_629.jpg,D:\proj3\data\data\IMG\right_2018_02_26_10_41_13_629.jpg,-0.1698113,0,0,2.890445
D:\proj3\data\data\IMG\center_2018_02_26_10_41_13_763.jpg,D:\proj3\data\data\IMG\left_2018_02_26_10_41_13_763.jpg,D:\proj3\data\data\IMG\right_2018_02_26_10_41_13_763.jpg,-0.1698113,0,0,2.855668
D:\proj3\data\data\IMG\center_2018_02_26_10_41_13_875.jpg,D:\proj3\data\data\IMG\left_2018_02_26_10_41_13_875.jpg,D:\proj3\data\data\IMG\right_2018_02_26_10_41_13_875.jpg,-0.1698113,0,0,2.821307
D:\proj3\data\data\IMG\center_2018_02_26_10_41_13_980.jpg,D:\proj3\data\data\IMG\left_2018_02_26_10_41_13_980.jpg,D:\proj3\data\data\IMG\right_2018_02_26_10_41_13_980.jpg,-0.1698113,0,0,2.792992
D:\proj3\data\data\IMG\center_2018_02_26_10_41_14_138.jpg,D:\proj3\data\data\IMG\left_2018_02_26_10_41_14_138.jpg,D:\proj3\data\data\IMG\right_2018_02_26_10_41_14_138.jpg,-0.1698113,0,0,2.74828
D:\proj3\data\data\IMG\center_2018_02_26_10_41_14_288.jpg,D:\proj3\data\data\IMG\left_2018_02_26_10_41_14_288.jpg,D:\proj3\data\data\IMG\right_2018_02_26_10_41_14_288.jpg,-0.1698113,0,0,2.704284
D:\proj3\data\data\IMG\center_2018_02_26_10_41_14_435.jpg,D:\proj3\data\data\IMG\left_2018_02_26_10_41_14_435.jpg,D:\proj3\data\data\IMG\right_2018_02_26_10_41_14_435.jpg,-0.1698113,0,0,2.666368
D:\proj3\data\data\IMG\center_2018_02_26_10_41_14_582.jpg,D:\proj3\data\data\IMG\left_2018_02_26_10_41_14_582.jpg,D:\proj3\data\data\IMG\right_2018_02_26_10_41_14_582.jpg,-0.1698113,0,0,2.628983
D:\proj3\data\data\IMG\center_2018_02_26_10_41_14_732.jpg,D:\proj3\data\data\IMG\left_2018_02_26_10_41_14_732.jpg,D:\proj3\data\data\IMG\right_2018_02_26_10_41_14_732.jpg,-0.1698113,0,0,2.586901
D:\proj3\data\data\IMG\center_2018_02_26_10_41_14_882.jpg,D:\proj3\data\data\IMG\left_2018_02_26_10_41_14_882.jpg,D:\proj3\data\data\IMG\right_2018_02_26_10_41_14_882.jpg,-0.1698113,0,0,2.550632
D:\proj3\data\data\IMG\center_2018_02_26_10_41_15_031.jpg,D:\proj3\data\data\IMG\left_2018_02_26_10_41_15_031.jpg,D:\proj3\data\data\IMG\right_2018_02_26_10_41_15_031.jpg,-0.1698113,0.4457997,0,3.363575
D:\proj3\data\data\IMG\center_2018_02_26_10_41_15_179.jpg,D:\proj3\data\data\IMG\left_2018_02_26_10_41_15_179.jpg,D:\proj3\data\data\IMG\right_2018_02_26_10_41_15_179.jpg,-0.1698113,0.8898087,0,4.798155
D:\proj3\data\data\IMG\center_2018_02_26_10_41_15_331.jpg,D:\proj3\data\data\IMG\left_2018_02_26_10_41_15_331.jpg,D:\proj3\data\data\IMG\right_2018_02_26_10_41_15_331.jpg,-0.1698113,0.4325836,0,5.576694
D:\proj3\data\data\IMG\center_2018_02_26_10_41_15_480.jpg,D:\proj3\data\data\IMG\left_2018_02_26_10_41_15_480.jpg,D:\proj3\data\data\IMG\right_2018_02_26_10_41_15_480.jpg,-0.1698113,0,0,5.519475
D:\proj3\data\data\IMG\center_2018_02_26_10_41_15_633.jpg,D:\proj3\data\data\IMG\left_2018_02_26_10_41_15_633.jpg,D:\proj3\data\data\IMG\right_2018_02_26_10_41_15_633.jpg,-0.1415094,0,0,5.432
D:\proj3\data\data\IMG\center_2018_02_26_10_41_15_781.jpg,D:\proj3\data\data\IMG\left_2018_02_26_10_41_15_781.jpg,D:\proj3\data\data\IMG\right_2018_02_26_10_41_15_781.jpg,-0.08490566,0,0,5.356534
D:\proj3\data\data\IMG\center_2018_02_26_10_41_15_930.jpg,D:\proj3\data\data\IMG\left_2018_02_26_10_41_15_930.jpg,D:\proj3\data\data\IMG\right_2018_02_26_10_41_15_930.jpg,-0.08490566,0,0,5.270874
D:\proj3\data\data\IMG\center_2018_02_26_10_41_16_077.jpg,D:\proj3\data\data\IMG\left_2018_02_26_10_41_16_077.jpg,D:\proj3\data\data\IMG\right_2018_02_26_10_41_16_077.jpg,-0.08490566,0,0,5.19699
D:\proj3\data\data\IMG\center_2018_02_26_10_41_16_231.jpg,D:\proj3\data\data\IMG\left_2018_02_26_10_41_16_231.jpg,D:\proj3\data\data\IMG\right_2018_02_26_10_41_16_231.jpg,-0.0754717,0.4610682,0,5.983863
D:\proj3\data\data\IMG\center_2018_02_26_10_41_16_388.jpg,D:\proj3\data\data\IMG\left_2018_02_26_10_41_16_388.jpg,D:\proj3\data\data\IMG\right_2018_02_26_10_41_16_388.jpg,-0.04716982,0,0,5.912092
D:\proj3\data\data\IMG\center_2018_02_26_10_41_16_534.jpg,D:\proj3\data\data\IMG\left_2018_02_26_10_41_16_534.jpg,D:\proj3\data\data\IMG\right_2018_02_26_10_41_16_534.jpg,-0.02830189,0,0,5.829293
D:\proj3\data\data\IMG\center_2018_02_26_10_41_16_683.jpg,D:\proj3\data\data\IMG\left_2018_02_26_10_41_16_683.jpg,D:\proj3\data\data\IMG\right_2018_02_26_10_41_16_683.jpg,-0.02830189,0,0,5.747386
D:\proj3\data\data\IMG\center_2018_02_26_10_41_16_834.jpg,D:\proj3\data\data\IMG\left_2018_02_26_10_41_16_834.jpg,D:\proj3\data\data\IMG\right_2018_02_26_10_41_16_834.jpg,-0.02830189,0,0,5.655391
D:\proj3\data\data\IMG\center_2018_02_26_10_41_16_984.jpg,D:\proj3\data\data\IMG\left_2018_02_26_10_41_16_984.jpg,D:\proj3\data\data\IMG\right_2018_02_26_10_41_16_984.jpg,-0.02830189,0,0,5.576103
D:\proj3\data\data\IMG\center_2018_02_26_10_41_17_144.jpg,D:\proj3\data\data\IMG\left_2018_02_26_10_41_17_144.jpg,D:\proj3\data\data\IMG\right_2018_02_26_10_41_17_144.jpg,-0.02830189,0,0,5.486848
D:\proj3\data\data\IMG\center_2018_02_26_10_41_17_296.jpg,D:\proj3\data\data\IMG\left_2018_02_26_10_41_17_296.jpg,D:\proj3\data\data\IMG\right_2018_02_26_10_41_17_296.jpg,-0.02830189,0,0,5.399019
D:\proj3\data\data\IMG\center_2018_02_26_10_41_17_446.jpg,D:\proj3\data\data\IMG\left_2018_02_26_10_41_17_446.jpg,D:\proj3\data\data\IMG\right_2018_02_26_10_41_17_446.jpg,-0.06603774,0.4508176,0,6.064326
D:\proj3\data\data\IMG\center_2018_02_26_10_41_17_598.jpg,D:\proj3\data\data\IMG\left_2018_02_26_10_41_17_598.jpg,D:\proj3\data\data\IMG\right_2018_02_26_10_41_17_598.jpg,-0.08490566,0,0,5.990235
D:\proj3\data\data\IMG\center_2018_02_26_10_41_17_757.jpg,D:\proj3\data\data\IMG\left_2018_02_26_10_41_17_757.jpg,D:\proj3\data\data\IMG\right_2018_02_26_10_41_17_757.jpg,-0.08490566,0,0,5.894121
D:\proj3\data\data\IMG\center_2018_02_26_10_41_17_905.jpg,D:\proj3\data\data\IMG\left_2018_02_26_10_41_17_905.jpg,D:\proj3\data\data\IMG\right_2018_02_26_10_41_17_905.jpg,-0.08490566,0,0,5.811481
D:\proj3\data\data\IMG\center_2018_02_26_10_41_18_071.jpg,D:\proj3\data\data\IMG\left_2018_02_26_10_41_18_071.jpg,D:\proj3\data\data\IMG\right_2018_02_26_10_41_18_071.jpg,-0.1226415,0,0,5.705506
D:\proj3\data\data\IMG\center_2018_02_26_10_41_18_227.jpg,D:\proj3\data\data\IMG\left_2018_02_26_10_41_18_227.jpg,D:\proj3\data\data\IMG\right_2018_02_26_10_41_18_227.jpg,-0.1320755,0,0,5.625144
D:\proj3\data\data\IMG\center_2018_02_26_10_41_18_385.jpg,D:\proj3\data\data\IMG\left_2018_02_26_10_41_18_385.jpg,D:\proj3\data\data\IMG\right_2018_02_26_10_41_18_385.jpg,-0.1320755,0,0,5.535072
D:\proj3\data\data\IMG\center_2018_02_26_10_41_18_550.jpg,D:\proj3\data\data\IMG\left_2018_02_26_10_41_18_550.jpg,D:\proj3\data\data\IMG\right_2018_02_26_10_41_18_550.jpg,-0.1320755,0,0,5.446467
D:\proj3\data\data\IMG\center_2018_02_26_10_41_18_721.jpg,D:\proj3\data\data\IMG\left_2018_02_26_10_41_18_721.jpg,D:\proj3\data\data\IMG\right_2018_02_26_10_41_18_721.jpg,-0.1320755,0,0,5.348485
D:\proj3\data\data\IMG\center_2018_02_26_10_41_18_876.jpg,D:\proj3\data\data\IMG\left_2018_02_26_10_41_18_876.jpg,D:\proj3\data\data\IMG\right_2018_02_26_10_41_18_876.jpg,-0.1320755,0,0,5.262873
D:\proj3\data\data\IMG\center_2018_02_26_10_41_19_032.jpg,D:\proj3\data\data\IMG\left_2018_02_26_10_41_19_032.jpg,D:\proj3\data\data\IMG\right_2018_02_26_10_41_19_032.jpg,-0.1320755,0,0,5.178634
D:\proj3\data\data\IMG\center_2018_02_26_10_41_19_388.jpg,D:\proj3\data\data\IMG\left_2018_02_26_10_41_19_388.jpg,D:\proj3\data\data\IMG\right_2018_02_26_10_41_19_388.jpg,-0.1132075,0,0,5.014637
D:\proj3\data\data\IMG\center_2018_02_26_10_41_19_460.jpg,D:\proj3\data\data\IMG\left_2018_02_26_10_41_19_460.jpg,D:\proj3\data\data\IMG\right_2018_02_26_10_41_19_460.jpg,-0.1037736,0,0,4.974517
D:\proj3\data\data\IMG\center_2018_02_26_10_41_19_574.jpg,D:\proj3\data\data\IMG\left_2018_02_26_10_41_19_574.jpg,D:\proj3\data\data\IMG\right_2018_02_26_10_41_19_574.jpg,-0.1037736,0,0,4.914722
D:\proj3\data\data\IMG\center_2018_02_26_10_41_19_687.jpg,D:\proj3\data\data\IMG\left_2018_02_26_10_41_19_687.jpg,D:\proj3\data\data\IMG\right_2018_02_26_10_41_19_687.jpg,-0.1037736,0,0,4.865415
D:\proj3\data\data\IMG\center_2018_02_26_10_41_20_082.jpg,D:\proj3\data\data\IMG\left_2018_02_26_10_41_20_082.jpg,D:\proj3\data\data\IMG\right_2018_02_26_10_41_20_082.jpg,-0.03773585,0,0,4.701414
D:\proj3\data\data\IMG\center_2018_02_26_10_41_20_152.jpg,D:\proj3\data\data\IMG\left_2018_02_26_10_41_20_152.jpg,D:\proj3\data\data\IMG\right_2018_02_26_10_41_20_152.jpg,-0.02830189,0,0,4.663673
D:\proj3\data\data\IMG\center_2018_02_26_10_41_20_264.jpg,D:\proj3\data\data\IMG\left_2018_02_26_10_41_20_264.jpg,D:\proj3\data\data\IMG\right_2018_02_26_10_41_20_264.jpg,-0.009433962,0,0,4.616862
D:\proj3\data\data\IMG\center_2018_02_26_10_41_20_372.jpg,D:\proj3\data\data\IMG\left_2018_02_26_10_41_20_372.jpg,D:\proj3\data\data\IMG\right_2018_02_26_10_41_20_372.jpg,-0.009433962,0,0,4.56133
D:\proj3\data\data\IMG\center_2018_02_26_10_41_20_537.jpg,D:\proj3\data\data\IMG\left_2018_02_26_10_41_20_537.jpg,D:\proj3\data\data\IMG\right_2018_02_26_10_41_20_537.jpg,0,0,0,4.488307
D:\proj3\data\data\IMG\center_2018_02_26_10_41_20_735.jpg,D:\proj3\data\data\IMG\left_2018_02_26_10_41_20_735.jpg,D:\proj3\data\data\IMG\right_2018_02_26_10_41_20_735.jpg,0,0,0,4.416466
D:\proj3\data\data\IMG\center_2018_02_26_10_41_20_877.jpg,D:\proj3\data\data\IMG\left_2018_02_26_10_41_20_877.jpg,D:\proj3\data\data\IMG\right_2018_02_26_10_41_20_877.jpg,0,0,0,4.337019
D:\proj3\data\data\IMG\center_2018_02_26_10_41_21_047.jpg,D:\proj3\data\data\IMG\left_2018_02_26_10_41_21_047.jpg,D:\proj3\data\data\IMG\right_2018_02_26_10_41_21_047.jpg,0,0.5120715,0,5.237007
D:\proj3\data\data\IMG\center_2018_02_26_10_41_21_249.jpg,D:\proj3\data\data\IMG\left_2018_02_26_10_41_21_249.jpg,D:\proj3\data\data\IMG\right_2018_02_26_10_41_21_249.jpg,0,0,0,5.14515
D:\proj3\data\data\IMG\center_2018_02_26_10_41_21_374.jpg,D:\proj3\data\data\IMG\left_2018_02_26_10_41_21_374.jpg,D:\proj3\data\data\IMG\right_2018_02_26_10_41_21_374.jpg,0,0,0,5.083258
D:\proj3\data\data\IMG\center_2018_02_26_10_41_21_542.jpg,D:\proj3\data\data\IMG\left_2018_02_26_10_41_21_542.jpg,D:\proj3\data\data\IMG\right_2018_02_26_10_41_21_542.jpg,0,0,0,5.001888
D:\proj3\data\data\IMG\center_2018_02_26_10_41_21_757.jpg,D:\proj3\data\data\IMG\left_2018_02_26_10_41_21_757.jpg,D:\proj3\data\data\IMG\right_2018_02_26_10_41_21_757.jpg,0,0,0,4.892126
D:\proj3\data\data\IMG\center_2018_02_26_10_41_21_864.jpg,D:\proj3\data\data\IMG\left_2018_02_26_10_41_21_864.jpg,D:\proj3\data\data\IMG\right_2018_02_26_10_41_21_864.jpg,0,0,0,4.843032
D:\proj3\data\data\IMG\center_2018_02_26_10_41_22_025.jpg,D:\proj3\data\data\IMG\left_2018_02_26_10_41_22_025.jpg,D:\proj3\data\data\IMG\right_2018_02_26_10_41_22_025.jpg,0,0,0,4.765505
D:\proj3\data\data\IMG\center_2018_02_26_10_41_22_175.jpg,D:\proj3\data\data\IMG\left_2018_02_26_10_41_22_175.jpg,D:\proj3\data\data\IMG\right_2018_02_26_10_41_22_175.jpg,0,0,0,4.689216
